ID	A	A-coref	A-offset	B	B-coref	B-offset	Pronoun	Pronoun-offset	Text
dpr-train-385	Emma	True	0	Janie	False	30	she	46	Emma did not pass the ball to Janie, although she should have.
dpr-train-386	Paul	True	0	Henry	False	17	he	29	Paul made fun of Henry since he knew everyone else did.
dpr-train-387	Paul	False	0	Henry	True	17	he	29	Paul made fun of Henry since he was such an easy target.
dpr-train-388	The boy	False	0	his friend	True	13	he	41	The boy gave his friend a cookie because he was hungry.
dpr-train-389	The boy	True	0	his friend	False	13	he	41	The boy gave his friend a cookie because he had an extra.
dpr-train-390	The government	True	0	the product	False	31	it	46	The government placed a tax on the product so it could profit from sales.
dpr-train-391	The government	False	0	the product	True	31	it	46	The government placed a tax on the product so it got more expensive.
dpr-train-392	The chef	True	0	the captain	False	28	he	48	The chef made breakfast for the captain because he was required to.
dpr-train-393	The chef	False	0	the captain	True	28	he	48	The chef made breakfast for the captain because he required food.
dpr-train-394	The band	False	0	their fans	True	27	they	42	The band connected well to their fans, so they continued to buy albums.
dpr-train-395	The band	True	0	their fans	False	27	they	42	The band connected well to their fans, so they continued to write albums.
dpr-train-396	Bill	True	0	Ken	False	39	he	51	Bill was able to steal the banana from Ken because he was quick.
dpr-train-397	Bill	False	0	Ken	True	39	he	51	Bill was able to steal the banana from Ken because he was slow.
dpr-train-398	Allen	False	0	the leprechaun	True	13	he	36	Allen chased the leprechaun because he had a pot of gold.
dpr-train-399	Allen	True	0	the leprechaun	False	13	he	36	Allen chased the leprechaun because he wanted a pot of gold.
dpr-train-400	The judge	False	0	the contestant	True	22	he	40	The judge was fond of the contestant so he received the gold medal.
dpr-train-401	The judge	True	0	the contestant	False	22	he	40	The judge was fond of the contestant so he voted favorably.
dpr-train-402	Malachi's program	True	0	the computer	False	35	it	56	Malachi's program would not run on the computer because it was full of bugs.
dpr-train-403	Malachi's program	False	0	the computer	True	35	it	56	Malachi's program would not run on the computer because it had a faulty hard drive.
dpr-train-404	Management	True	0	the workers	False	16	they	44	Management gave the workers a raise because they had no other choice.
dpr-train-405	Management	False	0	the workers	True	16	they	44	Management gave the workers a raise because they had threatened to strike.
dpr-train-406	The Roman legion	True	0	the Persians	False	26	they	47	The Roman legion attacked the Persians because they felt threatened.
dpr-train-407	The Roman legion	False	0	the Persians	True	26	they	47	The Roman legion attacked the Persians because they had invaded.
dpr-train-408	The brown fox	True	0	the dog	False	26	it	42	The brown fox jumped over the dog because it was quick.
dpr-train-409	The brown fox	False	0	the dog	True	26	it	42	The brown fox jumped over the dog because it was lazy.
dpr-train-410	Alice	True	0	Gwen	False	13	she	31	Alice helped Gwen move because she was nice.
dpr-train-411	Alice	False	0	Gwen	True	13	she	31	Alice helped Gwen move because she could not handle the job alone.
dpr-train-412	Mark	False	0	the quarterback	True	13	he	34	Mark tackled the quarterback, but he managed to complete the pass.
dpr-train-413	Mark	True	0	the quarterback	False	13	he	34	Mark tackled the quarterback, but he was penalized.
dpr-train-414	Kyle	True	0	Mark	False	10	he	35	Kyle beat Mark in the race because he was the fastest kid in school.
dpr-train-415	Kyle	False	0	Mark	True	10	he	35	Kyle beat Mark in the race because he had started out too fast.
dpr-train-416	The striker	True	0	the goalie	False	22	he	41	The striker scored on the goalie because he outran the defenders.
dpr-train-417	The striker	False	0	the goalie	True	22	he	41	The striker scored on the goalie because he was caught off guard.
dpr-train-418	Michael	False	0	Jacob	True	14	he	37	Michael asked Jacob to dance because he was lonely.
dpr-train-419	Michael	True	0	Jacob	False	14	he	37	Michael asked Jacob to dance because he felt sorry for him.
dpr-train-420	The government	False	0	the people	True	33	they	81	The government wants to prohibit the people from playing chess on Monday because they have to work.
dpr-train-421	The government	True	0	the people	False	33	they	81	The government wants to prohibit the people from playing chess on Monday because they want Mondays to be more productive.
dpr-train-422	John	True	0	Michael	False	24	he	37	John tried to bake with Michael, but he did not have any eggs.
dpr-train-423	John	False	0	Michael	True	24	he	37	"John tried to bake with Michael, but he said ""I don't like kitchens!"""
dpr-train-424	The government	True	0	the journalists	False	29	they	67	The government tried to free the journalists from North Korea, but they were unsuccessful.
dpr-train-425	The government	False	0	the journalists	True	29	they	67	The government tried to free the journalists from North Korea, but they were held captive.
dpr-train-426	Emily	False	0	Anna	True	12	she	38	Emily asked Anna to stir the pot, but she did not do it.
dpr-train-427	Emily	True	0	Anna	False	12	she	42	Emily asked Anna to stir the pot, because she forgot to do it.
dpr-train-428	Tim	False	0	Eric	True	11	he	29	Tim bought Eric a gecko, but he did not like it.
dpr-train-429	Tim	True	0	Eric	False	11	he	33	Tim bought Eric a gecko, because he liked him.
dpr-train-430	Anna	True	0	Olivia	False	12	she	36	Anna tucked Olivia into bed because she was caring.
dpr-train-431	Anna	False	0	Olivia	True	12	she	36	Anna tucked Olivia into bed because she fell asleep on the couch.
dpr-train-432	Dan	True	0	Harry	False	13	he	33	Dan modified Harry's car because he had the tools.
dpr-train-433	Dan	False	0	Harry	True	13	he	33	Dan modified Harry's car because he asked politely.
dpr-train-434	Sarah	True	0	Kelly	False	14	she	36	Sarah went to Kelly's house because she was leaving from work.
dpr-train-435	Sarah	False	0	Kelly	True	14	she	36	Sarah went to Kelly's house because she was home.
dpr-train-436	Ken	True	0	Neil	False	23	he	34	Ken scanned photos for Neil since he owned a scanner.
dpr-train-437	Ken	False	0	Neil	True	23	he	34	Ken scanned photos for Neil since he needed to save his documents.
dpr-train-438	James	False	0	Henry	True	18	him	53	James cheated off Henry's test, and the Teacher told him.
dpr-train-439	James	True	0	Henry	False	18	him	55	James cheated off Henry's test, and the Teacher failed him.
dpr-train-440	Jim	False	0	Hal	True	12	his	36	Jim went to Hal's house, and walked his dog.
dpr-train-441	Jim	True	0	Hal	False	12	his	37	Jim went to Hal's house, and brought his dog.
dpr-train-442	Jackie	False	0	Beth	True	12	her	42	Jackie gave Beth a present because it was her birthday.
dpr-train-443	Jackie	True	0	Beth	False	12	her	42	Jackie gave Beth a present because it was her friend's birthday.
dpr-train-444	Burt	False	0	Joey	True	15	he	36	Burt installed Joey's software, and he was appreciative.
dpr-train-445	Burt	True	0	Joey	False	15	he	36	Burt installed Joey's software, and he installed his hardware too.
dpr-train-446	Adam	True	0	Brandon	False	14	he	41	Adam defeated Brandon in a fight because he was stronger.
dpr-train-447	Adam	False	0	Brandon	True	14	he	41	Adam defeated Brandon in a fight because he was weaker.
dpr-train-448	Lemuel	False	0	Jim	True	15	he	40	Lemuel painted Jim a piece of art since he requested it.
dpr-train-449	Lemuel	True	0	Jim	False	15	he	40	Lemuel painted Jim a piece of art since he knew how.
dpr-train-450	The dog	False	0	the fox	True	15	it	31	The dog hunted the fox because it was red.
dpr-train-451	The dog	True	0	the fox	False	15	it	31	The dog hunted the fox because it was hungry.
dpr-train-452	The Secretary	False	0	the President	True	18	him	42	The Secretary and the President met about him being elected.
dpr-train-453	The Secretary	True	0	the President	False	18	him	42	The Secretary and the President met about him being appointed.
dpr-train-454	A monkey	True	0	a lizard	False	13	it	26	A monkey ate a lizard and it licked its lips.
dpr-train-455	A monkey	False	0	a lizard	True	13	it	26	A monkey ate a lizard and it screamed in pain.
dpr-train-456	Jim	False	0	Jack	True	14	he	23	Jim pooped on Jack and he vomited.
dpr-train-457	Jim	True	0	Jack	False	14	he	23	Jim pooped on Jack and he laughed.
dpr-train-458	The sheep	False	0	the pig	True	17	it	33	The sheep chased the pig because it was fat.
dpr-train-459	The sheep	True	0	the pig	False	17	it	33	The sheep chased the pig because it was insulted.
dpr-train-460	The rock	True	0	the lava	False	19	it	36	The rock melted in the lava because it was pushed.
dpr-train-461	The rock	False	0	the lava	True	19	it	36	The rock melted in the lava because it was hot.
dpr-train-462	Jill	False	0	Jamie	True	11	she	21	Jill loves Jamie and she does not feel the same way.
dpr-train-463	Jill	True	0	Jamie	False	11	she	21	Jill loves Jamie and she bought her a ring.
dpr-train-464	A dog	True	0	a bone	False	13	it	24	A dog chewed a bone and it barked.
dpr-train-465	A dog	False	0	a bone	True	13	it	24	A dog chewed a bone and it became wet.
dpr-train-466	The lion	False	0	the gazelle	True	13	it	33	The lion bit the gazelle because it had horns.
dpr-train-467	The lion	True	0	the gazelle	False	13	it	33	The lion bit the gazelle because it had sharp teeth.
dpr-train-468	John	False	0	Carl	True	9	he	18	John hit Carl and he did not like it.
dpr-train-469	John	True	0	Carl	False	9	he	18	John hit Carl and he hit back.
dpr-train-470	Katy	True	0	Susan	False	15	she	27	Katy cried for Susan since she was sad.
dpr-train-471	Katy	False	0	Susan	True	15	she	27	Katy cried for Susan since she died.
dpr-train-472	Taco	True	0	hot sauce	False	11	it	29	Taco needs hot sauce because it does not taste as good alone.
dpr-train-473	Taco	False	0	hot sauce	True	11	it	29	Taco needs hot sauce because it improves the flavor.
dpr-train-474	Tobias	True	0	William	False	21	he	37	Tobias is upset with William because he would not pay.
dpr-train-475	Tobias	False	0	William	True	21	he	37	Tobias is upset with William because he was mean.
dpr-train-476	Jean	True	0	Kyle	False	22	he	35	Jean is making fun of Kyle because he won.
dpr-train-477	Jean	False	0	Kyle	True	22	he	35	Jean is making fun of Kyle because he lost.
dpr-train-478	Cheesecake	True	0	fruitcake	False	26	it	44	Cheesecake is better than fruitcake because it tastes better.
dpr-train-479	Cheesecake	False	0	fruitcake	True	26	it	44	Cheesecake is better than fruitcake because it is gross.
dpr-train-480	The townspeople	True	0	the unicorns	False	20	they	41	The townspeople ate the unicorns because they were hungry.
dpr-train-481	The townspeople	False	0	the unicorns	True	20	they	41	The townspeople ate the unicorns because they were delicious.
dpr-train-482	The separatists	True	0	the empire	False	51	they	65	The separatists launched a surprise attack against the empire so they could turn the tide of battle.
dpr-train-483	The separatists	False	0	the empire	True	51	they	65	The separatists launched a surprise attack against the empire so they could be caught off guard.
dpr-train-484	Computers	True	0	laptops	False	18	they	34	Computers outsell laptops because they are more powerful.
dpr-train-485	Computers	False	0	laptops	True	18	they	34	Computers outsell laptops because they are not worth the money.
dpr-train-486	Pat	True	0	Jill	False	21	she	30	Pat tried to talk to Jill but she was ignored.
dpr-train-487	Pat	False	0	Jill	True	21	she	30	Pat tried to talk to Jill but she did not seem to hear it.
dpr-train-488	Gold	True	0	black	False	26	it	40	Gold is more popular than black because it is shiny.
dpr-train-489	Gold	False	0	black	True	26	it	40	Gold is more popular than black because it does not sparkle.
dpr-train-490	Jill	True	0	Kate	False	12	she	25	Jill outran Kate because she was faster.
dpr-train-491	Jill	False	0	Kate	True	12	she	25	Jill outran Kate because she was slower.
dpr-train-492	Tim	False	0	Marlo	True	9	he	41	Tim gave Marlo a pat on the back because he looked sad.
dpr-train-493	Tim	True	0	Marlo	False	9	he	41	Tim gave Marlo a pat on the back because he wanted to help.
dpr-train-494	Mike	True	0	Tom	False	21	he	29	Mike tried to follow Tom but he could not keep up.
dpr-train-495	Mike	False	0	Tom	True	21	he	29	Mike tried to follow Tom but he was hard to see.
dpr-train-496	Coins	True	0	dollars	False	22	they	38	Coins are better than dollars because they weigh more.
dpr-train-497	Coins	False	0	dollars	True	22	they	38	Coins are better than dollars because they wrinkle too easily.
dpr-train-498	George	True	0	Bill	False	17	he	30	George talked to Bill because he was nervous.
dpr-train-499	George	False	0	Bill	True	17	he	30	George talked to Bill because he had experience.
dpr-train-500	Tom	True	0	his son	False	10	he	35	Tom asked his son to drive so that he could sleep.
dpr-train-501	Tom	False	0	his son	True	10	he	35	Tom asked his son to drive so that he could get experience.
dpr-train-502	Rosie	True	0	Mary	False	11	she	36	Rosie beat Mary in Scrabble because she had a good vocabulary.
dpr-train-503	Rosie	False	0	Mary	True	11	she	36	Rosie beat Mary in Scrabble because she was bad at word games.
dpr-train-504	Bush	True	0	Gore	False	10	he	23	Bush beat Gore because he rigged the election.
dpr-train-505	Bush	False	0	Gore	True	10	he	23	Bush beat Gore because he was unpopular.
dpr-train-506	The knife	True	0	the fence	False	22	it	40	The knife cut through the fence because it was sharp.
dpr-train-507	The knife	False	0	the fence	True	22	it	40	The knife cut through the fence because it was rusty.
dpr-train-508	Bob	False	0	Vincent	True	11	he	27	Bob killed Vincent because he was stealing drugs.
dpr-train-509	Bob	True	0	Vincent	False	11	he	27	Bob killed Vincent because he wanted to kill someone.
dpr-train-510	Iphones	True	0	androids	False	30	they	47	Iphones are selling more than androids because they are trendy.
dpr-train-511	Iphones	False	0	androids	True	30	they	47	Iphones are selling more than androids because they are hard to use.
dpr-train-512	Apple	True	0	Microsoft	False	15	they	44	Apple defeated Microsoft in the war because they were creative.
dpr-train-513	Apple	False	0	Microsoft	True	15	they	44	Apple defeated Microsoft in the war because they lack creativity.
dpr-train-514	The University	True	0	students	False	35	they	52	The University declared holiday to students because they were worried about them.
dpr-train-515	The University	False	0	students	True	35	they	52	The University declared holiday to students because they requested them.
dpr-train-516	Hill	True	0	Obama	False	12	him	41	Hill joined Obama because Bill suggested him.
dpr-train-517	Hill	False	0	Obama	True	12	him	39	Hill joined Obama because Bill trusted him.
dpr-train-518	Hitler	True	0	Alex	False	17	him	61	Hitler conquered Alex in the war because everybody supported him.
dpr-train-519	Hitler	False	0	Alex	True	17	him	58	Hitler conquered Alex in the war because nobody supported him.
dpr-train-520	Rocky	True	0	Richard	False	25	he	41	Rocky won the match with Richard because he worked hard.
dpr-train-521	Rocky	False	0	Richard	True	25	he	41	Rocky won the match with Richard because he had no energy.
dpr-train-522	Clinton	False	0	Obama	True	15	he	50	Clinton wanted Obama to run for president because he would win.
dpr-train-523	Clinton	True	0	Obama	False	15	he	50	Clinton wanted Obama to run for president because he could not win.
dpr-train-524	Steve	True	0	Bush	False	12	he	21	Steve loved Bush but he did not tell.
dpr-train-525	Steve	False	0	Bush	True	12	he	21	Steve loved Bush but he did not accept.
dpr-train-526	Gates	True	0	Jobs	False	21	he	30	Gates is richer than Jobs, so he does a lot more charity work.
dpr-train-527	Gates	False	0	Jobs	True	21	he	30	Gates is richer than Jobs, so he is not richest person.
dpr-train-528	Seth	True	0	Sai	False	21	he	43	Seth is smarter than Sai, and consequently he got a better job.
dpr-train-529	Seth	False	0	Sai	True	23	he	45	Seth is a smarter than Sai, and consequently he did worse in the job interview.
dpr-train-530	Jacob	False	0	Amen	True	13	him	34	Jacob misled Amen so David helped him.
dpr-train-531	Jacob	True	0	Amen	False	13	him	33	Jacob misled Amen so David fired him.
dpr-train-532	Angelina	True	17	Sandy	False	31	she	57	Right after work Angelina took Sandy to the park because she knew the place.
dpr-train-533	Angelina	False	17	Sandy	True	31	she	57	Right after work Angelina took Sandy to the park because she wanted to go to that place.
dpr-train-534	Claudia	False	0	Valarie	True	30	she	46	Claudia lost all her money to Valarie because she is really smart.
dpr-train-535	Claudia	True	0	Valarie	False	30	she	46	Claudia lost all her money to Valarie because she is stupid.
dpr-train-536	Mike	True	0	Jack	False	12	he	45	Mike helped Jack with his assignment because he felt like doing so.
dpr-train-537	Mike	False	0	Jack	True	12	he	45	Mike helped Jack with his assignment because he politely asked him to.
dpr-train-538	Dad	False	0	Sam	True	14	he	26	Dad yelled at Sam because he did not go to school.
dpr-train-539	Dad	True	0	Sam	False	14	he	26	Dad yelled at Sam because he was mad.
dpr-train-540	Janice	False	0	Kenda	True	14	she	34	Janice bought Kenda a car because she needed one.
dpr-train-541	Janice	True	0	Kenda	False	14	she	34	Janice bought Kenda a car because she has money to spend.
dpr-train-542	The mouse	True	0	the cat	False	19	it	62	The mouse ran from the cat all the way to the kitchen because it was scared.
dpr-train-543	The mouse	False	0	the cat	True	19	it	62	The mouse ran from the cat all the way to the kitchen because it chased him.
dpr-train-544	John	True	0	Bill	False	12	he	25	John picked Bill because he was in need of talent.
dpr-train-545	John	False	0	Bill	True	12	he	25	John picked Bill because he was talented.
dpr-train-546	John	True	0	Bill	False	11	he	24	John bored Bill because he was boring.
dpr-train-547	John	False	0	Bill	True	11	he	24	John bored Bill because he was easily bored.
dpr-train-548	John	True	0	Bill	False	17	he	30	John appreciated Bill because he had been in need.
dpr-train-549	John	False	0	Bill	True	15	he	28	John ridiculed Bill because he was a big help.
dpr-train-550	John	True	0	Bill	False	13	he	26	John tricked Bill because he was mischievous.
dpr-train-551	John	False	0	Bill	True	13	he	26	John tricked Bill because he was slow-witted.
dpr-train-552	John	True	0	Bill	False	12	he	25	John nicked Bill because he needed money.
dpr-train-553	John	False	0	Bill	True	12	he	25	John nicked Bill because he was gullible.
dpr-train-554	John	True	0	Bill	False	34	he	47	John gave a large sum of money to Bill because he had extra.
dpr-train-555	John	False	0	Bill	True	34	he	47	John gave a large sum of money to Bill because he needed a loan.
dpr-train-556	John	True	0	Bill	False	12	he	25	John kicked Bill because he was angry.
dpr-train-557	John	False	0	Bill	True	12	he	25	John kicked Bill because he was being mean.
dpr-train-558	John	True	0	Bill	False	16	he	29	John remembered Bill because he had had been thinking about wicker chairs.
dpr-train-559	John	False	0	Bill	True	16	he	29	John remembered Bill because he was memorable.
dpr-train-560	The couple	False	0	the shop	True	27	they	52	The couple took the car to the shop on Tuesday, but they will not charge until next week.
dpr-train-561	The couple	True	0	the shop	False	27	they	52	The couple took the car to the shop on Tuesday, but they will not have to pay until next week.
dpr-train-562	Chuck Norris	False	0	any man	True	22	he	49	Chuck Norris can beat any man in a fight, unless he is invincible.
dpr-train-563	Chuck Norris	True	0	any man	False	22	he	49	Chuck Norris can beat any man in a fight, unless he is tied up and blindfolded.
dpr-train-564	the referee	False	8	Vick	True	27	he	60	I think the referee treats Vick like a running back because he has distinct style of play.
dpr-train-565	the referee	True	8	Vick	False	27	he	60	I think the referee treats Vick like a running back because he does not understand the game.
dpr-train-566	The mouse	True	0	the wise owl	False	21	she	48	The mouse sought out the wise owl's advice, and she promptly realized her mistake.
dpr-train-567	The mouse	False	0	the wise owl	True	21	she	48	The mouse sought out the wise owl's advice, and she promptly accepted the free meal.
dpr-train-568	The kidnapper	True	0	Trent Reznor	False	30	he	49	The kidnapper will not return Trent Reznor until he is given a private performance.
dpr-train-569	The kidnapper	False	0	Trent Reznor	True	30	he	49	The kidnapper will not return Trent Reznor until he agrees to a private performance.
dpr-train-570	The authorities	False	0	the hikers	True	25	they	44	The authorities detained the hikers because they were trespassing.
dpr-train-571	The authorities	True	0	the hikers	False	25	they	44	The authorities detained the hikers because they were prejudiced.
dpr-train-572	Sarah	True	0	the elephant in the room	False	22	she	52	Sarah tried to ignore the elephant in the room, but she could not bear the awkwardness.
dpr-train-573	Sarah	False	0	the elephant in the room	True	22	she	52	Sarah tried to ignore the elephant in the room, but she would not stop trumpeting.
dpr-train-576	The robots	False	0	the squirrel-men	True	48	they	99	The robots tried to negotiate a cease-fire with the squirrel-men, but negotiations broke down when they sabotaged the microchip processing facility.
dpr-train-577	The robots	True	0	the squirrel-men	False	48	they	99	The robots tried to negotiate a cease-fire with the squirrel-men, but negotiations broke down when they sabotaged the acorn processing facility.
dpr-train-578	Jesus	True	0	Thomas	False	18	he	47	Jesus appeared to Thomas in order to show that he had risen.
dpr-train-579	Jesus	False	0	Thomas	True	18	he	47	Jesus appeared to Thomas in order to show that he had unfounded doubts.
dpr-train-580	The employees	True	0	the boxes	False	22	they	40	The employees crushed the boxes because they were working.
dpr-train-581	The employees	False	0	the boxes	True	22	they	40	The employees crushed the boxes because they were empty.
dpr-train-582	The wine	False	0	the cask	True	16	it	33	The wine busted the cask because it was too small.
dpr-train-583	The wine	True	0	the cask	False	16	it	33	The wine busted the cask because it was too carbonated.
dpr-train-584	Tom	False	0	James	True	9	he	30	Tom gave James a coat because he was cold.
dpr-train-585	Tom	True	0	James	False	9	he	30	Tom gave James a coat because he was generous.
dpr-train-586	The veterans	True	0	the newcomers	False	22	they	44	The veterans defeated the newcomers because they were more experienced.
dpr-train-587	The veterans	False	0	the newcomers	True	22	they	44	The veterans defeated the newcomers because they were less experienced.
dpr-train-588	The sailors	False	0	the boats	True	21	they	39	The sailors fell off the boats because they were capsizing.
dpr-train-589	The sailors	True	0	the boats	False	21	they	39	The sailors fell off the boats because they were drunk.
dpr-train-590	The children	True	0	games	False	20	they	34	The children played games because they were bored.
dpr-train-591	The children	False	0	games	True	20	they	34	The children played games because they were entertaining.
dpr-train-592	John	False	0	Dave	True	11	he	24	John fired Dave because he had too many absences.
dpr-train-593	John	True	0	Dave	False	11	he	24	John fired Dave because he had too many employees.
dpr-train-594	The police	True	0	the rioters	False	20	they	40	The police arrested the rioters because they were preventing trouble.
dpr-train-595	The police	False	0	the rioters	True	20	they	40	The police arrested the rioters because they were causing trouble.
dpr-train-596	The students	True	0	the books	False	18	they	36	The students read the books because they were learning.
dpr-train-597	The students	False	0	the books	True	18	they	36	The students read the books because they were interesting.
dpr-train-598	The lumberjacks	True	0	the trees	False	20	they	33	The lumberjacks cut the trees so they could be paid.
dpr-train-599	The lumberjacks	False	0	the trees	True	20	they	33	The lumberjacks cut the trees so they could be sold.
dpr-train-600	The Centurion	True	0	Doctor Who	False	19	he	44	The Centurion lent Doctor Who his ear since he had pledged his loyalty.
dpr-train-601	The Centurion	False	0	Doctor Who	True	19	he	44	The Centurion lent Doctor Who his ear since he had saved the Centurion's life.
dpr-train-602	Tom	False	0	John	True	10	he	23	Tom likes John because he has a cool name.
dpr-train-603	Tom	True	0	John	False	10	he	23	Tom likes John because he likes people with cool names.
dpr-train-604	The listener	False	0	the singer	True	36	he	55	The listener did not complain about the singer because he was autotuned.
dpr-train-605	The listener	True	0	the singer	False	36	he	55	The listener did not complain about the singer because he was tone deaf.
dpr-train-606	The musicians	False	0	two venues	True	27	them	57	The musicians performed at two venues because neither of them paid much.
dpr-train-607	The musicians	True	0	two venues	False	27	them	57	The musicians performed at two venues because neither of them got paid much.
dpr-train-608	The product fair	True	0	Office 365	False	24	it	40	The product fair showed Office 365, and it had a lot of attendees.
dpr-train-609	The product fair	False	0	Office 365	True	24	it	40	The product fair showed Office 365, and it showed off with a game.
dpr-train-610	Stephen King	True	0	Spielberg	False	20	he	38	Stephen King called Spielberg so that he could ask for some money.
dpr-train-611	Stephen King	False	0	Spielberg	True	20	he	38	Stephen King called Spielberg so that he could call him back.
dpr-train-612	Lions	True	0	gazelles	False	11	they	28	Lions love gazelles because they eat them.
dpr-train-613	Lions	False	0	gazelles	True	11	they	28	Lions love gazelles because they are delicious.
dpr-train-614	Steve Ballmer	False	0	Bill Gates	True	50	he	69	Steve Ballmer took over as CEO of Microsoft after Bill Gates because he retired.
dpr-train-615	Steve Ballmer	True	0	Bill Gates	False	50	he	69	Steve Ballmer took over as CEO of Microsoft after Bill Gates because he was a unicorn.
dpr-train-616	Windows	True	0	Linux	False	22	it	36	Windows is worse than Linux because it has a lot of viruses.
dpr-train-617	Windows	False	0	Linux	True	22	it	36	Windows is worse than Linux because it is open source.
dpr-train-618	The boy	True	0	his friend	False	13	him	58	The boy lent his friend a pencil because the teacher told him to share.
dpr-train-619	The boy	False	0	his friend	True	13	him	58	The boy lent his friend a pencil because the teacher told him to write.
dpr-train-620	God	True	0	Adam	False	12	he	30	God created Adam for good but he could not control his creation.
dpr-train-621	God	False	0	Adam	True	12	he	30	God created Adam for good but he could not control his temptation.
dpr-train-622	The boy	True	0	his friend	False	19	he	38	The boy laughed at his friend because he heard the joke.
dpr-train-623	The boy	False	0	his friend	True	19	he	38	The boy laughed at his friend because he made the joke.
dpr-train-624	The cops	True	0	the protesters	False	15	they	38	The cops maced the protesters because they blindly follow orders.
dpr-train-625	The cops	False	0	the protesters	True	15	they	38	The cops maced the protesters because they do not blindly follow orders.
dpr-train-626	The boulder	True	0	the river	False	25	it	40	The boulder dropped into the river, but it continued to roll.
dpr-train-627	The boulder	False	0	the river	True	25	it	40	The boulder dropped into the river, but it continued to flow.
dpr-train-628	The gun owner	False	0	the burglar	True	23	he	43	The gun owner fired at the burglar because he stole items.
dpr-train-629	The gun owner	True	0	the burglar	False	23	he	43	The gun owner fired at the burglar because he saw a shadow.
dpr-train-630	Jerrica	True	0	the guard	False	12	she	25	Jerrica saw the guard as she snuck past.
dpr-train-631	Jerrica	False	0	the guard	True	12	she	25	Jerrica saw the guard as she marched past.
dpr-train-632	The home team	False	0	the Giants	True	22	they	41	The home team lost to the Giants because they were better players.
dpr-train-633	The home team	True	0	the Giants	False	22	they	41	The home team lost to the Giants because they were unable to pass.
dpr-train-634	My parents	False	0	the neighbors	True	16	they	57	My parents gave the neighbors tickets to Six Flags since they needed them.
dpr-train-635	My parents	True	0	the neighbors	False	16	they	57	My parents gave the neighbors tickets to Six Flags since they had extras.
dpr-train-636	The police	False	0	headquarters	True	18	they	44	The police called headquarters for help and they refused.
dpr-train-637	The police	True	0	headquarters	False	18	they	44	The police called headquarters for help and they continued to fight the criminals.
dpr-train-638	The advisor	False	0	the President	True	17	he	36	The advisor told the President that he should declare war.
dpr-train-639	The advisor	True	0	the President	False	17	he	36	The advisor told the President that he was resigning.
dpr-train-640	The elephant	False	0	a fish	True	22	it	33	The elephant trampled a fish and it died.
dpr-train-641	The elephant	True	0	a fish	False	22	it	33	The elephant trampled a fish and it continued on its way.
dpr-train-642	The children	False	0	the neighbors	True	19	they	41	The children egged the neighbors because they had no candy.
dpr-train-643	The children	True	0	the neighbors	False	19	they	41	The children egged the neighbors because they had no dignity.
dpr-train-644	The model	False	0	her manager	True	21	she	41	The model frowned at her manager because she forgot to call.
dpr-train-645	The model	True	0	her manager	False	21	she	41	The model frowned at her manager because she was sad.
dpr-train-646	William	False	0	Ryan	True	48	he	59	William enforced a mandatory choir practice for Ryan since he is struggling with his singing abilities.
dpr-train-647	William	True	0	Ryan	False	48	he	59	William enforced a mandatory choir practice for Ryan since he is a mean teacher.
dpr-train-648	The counselor	False	0	the student	True	19	he	46	The counselor gave the student advice because he is on the wrong track in life.
dpr-train-649	The counselor	True	0	the student	False	19	he	46	The counselor gave the student advice because he feels obligated to help him.
dpr-train-650	Ryan	True	0	Tom	False	32	he	44	Ryan won the presidency against Tom because he feels he was the better candidate.
dpr-train-651	Ryan	False	0	Tom	True	32	he	44	Ryan won the presidency against Tom because he was not fit for office.
dpr-train-652	Jack	True	0	Dan	False	16	his	26	Jack raced past Dan since his car is much faster.
dpr-train-653	Jack	False	0	Dan	True	16	his	26	Jack raced past Dan since his car is old.
dpr-train-654	The mother	False	0	her daughter	True	22	she	63	The mother encouraged her daughter to sing a difficult song so she would be challenged.
dpr-train-655	The mother	True	0	her daughter	False	22	she	63	The mother encouraged her daughter to sing a difficult song so she could see her become better.
dpr-train-656	John	True	0	his son	False	13	he	24	John visited his son so he could spent time with him.
dpr-train-657	John	False	0	his son	True	13	he	24	John visited his son so he would feel loved.
dpr-train-658	The pilots	True	0	the passengers	False	17	they	40	The pilots saved the passengers because they had a civic duty.
dpr-train-659	The pilots	False	0	the passengers	True	17	they	40	The pilots saved the passengers because they begged them to.
dpr-train-660	Kurt	True	0	Jon	False	13	he	23	Kurt sang to Jon since he wanted to be the lead singer.
dpr-train-661	Kurt	False	0	Jon	True	13	he	23	Kurt sang to Jon since he was the judge.
dpr-train-662	Stacy	False	0	her mom	True	29	she	42	Stacy lied about partying to her mom, but she found out.
dpr-train-663	Stacy	True	0	her mom	False	29	she	42	Stacy lied about partying to her mom, but she feared that she may be caught.
dpr-train-664	Janet Jackson	True	0	Latoya Jackson	False	35	she	56	Janet Jackson is more popular than Latoya Jackson since she is the better performer.
dpr-train-665	Janet Jackson	False	0	Latoya Jackson	True	35	she	56	Janet Jackson is more popular than Latoya Jackson since she does not have as many followers.
dpr-train-666	Stephen Colbert	True	0	John Stewart	False	32	his	51	Stephen Colbert is funnier than John Stewart since his comedy is better.
dpr-train-667	Stephen Colbert	False	0	John Stewart	True	32	his	51	Stephen Colbert is funnier than John Stewart since his show has less viewers.
dpr-train-668	Rick Davis	True	0	John McCain	False	26	he	44	Rick Davis campaigned for John McCain since he could best support him in office.
